categorie_bis,companies,noms,titre_com,commentaire,reponses,notes,date_experience,date_commentaire,site,nombre_pages,date_scrap,verified,année_experience,mois_experience,jour_experience,année_commentaire,mois_commentaire,jour_commentaire,leadtime_com_exp
bank,Blank Reviews,I r,Simple d utilisation,"Date of experience: July 23, 2023","Bonjour, Merci d'avoir partagé votre expérience avec notre équipe. Nous sommes ravis que notre application vous convienne. Je vous souhaite un agréable début de semaine ! Camille",,"Date of experience: July 23, 2023","Jul 24, 2023Invited",https://www.trustpilot.com/review/blank.app?page=2,3,17-09-2024,,,,,,,,
bank,Blank Reviews,Ali E.,Top rapide efficace.,"Date of experience: June 27, 2023","Bonjour Ali, Merci d'avoir partagé avec nos équipes votre expérience. Nous sommes ravis que celle-ci soit satisfaisante. Très belle journée. Camille",,"Date of experience: June 27, 2023","Jun 28, 2023Invited",https://www.trustpilot.com/review/blank.app?page=2,3,17-09-2024,,,,,,,,
bank,Blank Reviews,Marie M.,Super simple et pas cher,"Date of experience: October 21, 2023","Bonjour Marie, Merci de votre retour. Nous sommes ravis que notre offre et notre service vous apportent satisfaction. Je vous souhaite une agréable journée. Camille",,"Date of experience: October 21, 2023","Oct 21, 2023Invited",https://www.trustpilot.com/review/blank.app?page=2,3,17-09-2024,,,,,,,,
bank,Blank Reviews,Léonie Bergerac,Application intuitive,"Application intuitive, j'ai reçu ma carte très rapidement",Non spécifié,,"Date of experience: July 07, 2021","Jul 7, 2021",https://www.trustpilot.com/review/blank.app?page=2,3,17-09-2024,,,,,,,,
bank,Blank Reviews,Samuel  S.,I am satisfied,"Date of experience: October 05, 2023","Bonjour Samuel, Merci de votre retour. Nous sommes ravis de pouvoir vous accompagner dans votre activité. Merci de nous faire confiance. Belle journée à vous. Camille",,"Date of experience: October 05, 2023","Oct 5, 2023Invited",https://www.trustpilot.com/review/blank.app?page=2,3,17-09-2024,,,,,,,,
bank,Blank Reviews,Ilhan U.,Good très bonne application .,"Date of experience: April 17, 2023","Bonjour Ilhan, Merci d'avoir partagé avec nous votre expérience. Nous sommes ravis que notre application vous apporte satisfaction. Je vous souhaite une belle journée. Camille",,"Date of experience: April 17, 2023","Apr 18, 2023Invited",https://www.trustpilot.com/review/blank.app?page=2,3,17-09-2024,,,,,,,,
bank,Blank Reviews,SDK,Best app for independant workers!,"Date of experience: October 12, 2023","Bonjour, Merci d'avoir pris le temps de partager votre expérience avec nos équipes. Nous sommes ravis de pouvoir vous apporter satisfaction. Belle journée à vous. Camille",,"Date of experience: October 12, 2023","Oct 12, 2023",https://www.trustpilot.com/review/blank.app?page=2,3,17-09-2024,,,,,,,,
bank,Blank Reviews,Estelle  C.,Super intuitif,"Super intuitif, pratique","Bonjour Estelle, Merci d'avoir pris le temps de nous faire part de votre expérience avec nos services. Nous sommes ravis de vous apporter satisfaction. Bonne journée. Camille",,"Date of experience: June 01, 2024","Jun 1, 2024Invited",https://www.trustpilot.com/review/blank.app?page=2,3,17-09-2024,,,,,,,,
bank,Blank Reviews,Corentin Dubois,Application bien faite et facile…,Application bien faite et facile d’utilisation,"Bonjour Corentin, Merci de votre confiance et de votre retour. Les équipes de Blank sont ravies de mettre à votre disposition une application qui vous apporte satisfaction. Je vous souhaite une belle journée. Camille",,"Date of experience: February 06, 2024","Feb 7, 2024Invited",https://www.trustpilot.com/review/blank.app?page=2,3,17-09-2024,,,,,,,,
bank,Blank Reviews,Nazem K.,Bon relation client,Bon relation client,"Bonjour Nazem, Nous sommes ravis de constater votre satisfaction par rapport à notre service client. N'hésitez pas à le solliciter en cas de besoin. Bonne journée à vous. Camille",,"Date of experience: May 30, 2024","May 30, 2024Invited",https://www.trustpilot.com/review/blank.app?page=3,3,17-09-2024,,,,,,,,
bank,Blank Reviews,Mika,Super Banque,"Super Banque , super application, conseiller ultra rapide","Bonjour Mika, Toutes les équipes de Blank vous remercient d'avoir partagé votre expérience avec nos services. Nous sommes ravis de vous apporter satisfaction et de pouvoir vous accompagner. Belle journée !Camille",,"Date of experience: December 07, 2023","Dec 7, 2023Invited",https://www.trustpilot.com/review/blank.app?page=3,3,17-09-2024,,,,,,,,
bank,Blank Reviews,Thomas,Application Super ergonomique et rapide…,Application super-ergonomique et rapide équipe réactive merci,Bonjour  Thomas ! L'équipe est tellement réactive qu'elle répond à votre commentaire en 12 minutes ;) Ravi de lire que l'application répond à vos besoins et merci d'avoir pris le temps de nous faire part de votre retour. Excellent après-midiBenjamin de Blank,,"Date of experience: March 17, 2021","Updated Mar 17, 2021Invited",https://www.trustpilot.com/review/blank.app?page=3,3,17-09-2024,,,,,,,,
bank,Blank Reviews,Françoise  S.,Rapide sur l’application facilite,"Date of experience: July 16, 2023","Bonjour Françoise, Un grand merci de votre retour. Nous sommes ravis de pouvoir vous accompagner dans votre activité. Je reste à votre disposition en cas de besoin. Belle journée à vous. Camille",,"Date of experience: July 16, 2023","Jul 17, 2023Invited",https://www.trustpilot.com/review/blank.app?page=3,3,17-09-2024,,,,,,,,
bank,Blank Reviews,Mebarki nassim,Le top du top,"Date of experience: April 30, 2024","Bonjour Nassim, Merci d'avoir partagé votre expérience avec les équipes de Blank. Nous sommes ravis de vous compter parmi nos clients et de pouvoir vous mettre à disposition un compte professionnel qui vous accompagne dans votre activité. Je vous souhaite une agréable journée. Camille",,"Date of experience: April 30, 2024","Apr 30, 2024Invited",https://www.trustpilot.com/review/blank.app?page=3,3,17-09-2024,,,,,,,,
bank,Blank Reviews,OZAY GURSOY,Super très bonne application,"Date of experience: July 03, 2023","Bonjour Ozay, Toute l'équipe Blank vous remercie pour votre retour.Nous sommes ravis que notre application réponde à vos besoins. Belle journée à vous. Camille",,"Date of experience: July 03, 2023","Jul 4, 2023Invited",https://www.trustpilot.com/review/blank.app?page=3,3,17-09-2024,,,,,,,,
bank,Blank Reviews,Celia,Easy to handle,"Date of experience: March 27, 2024","Hi Celia, Thank you for your feedback. We are glad to be able to support you in your business. I wish you a pleasant weekend and remain at your disposal if needed. Camille",,"Date of experience: March 27, 2024","Mar 28, 2024Invited",https://www.trustpilot.com/review/blank.app?page=3,3,17-09-2024,,,,,,,,
bank,Blank Reviews,Monsieur Imad Arafi,Service parfait,Service parfait,"Bonjour Imad, Merci d'avoir partagé avec nos équipes votre expérience. Nous sommes ravis de vous accompagner dans votre activité. Je vous souhaite une agréable journée.Camille",,"Date of experience: March 02, 2024","Mar 2, 2024Invited",https://www.trustpilot.com/review/blank.app?page=3,3,17-09-2024,,,,,,,,
bank,Blank Reviews,aliou d.,Application facile à utiliser,"Date of experience: November 20, 2023","Bonjour Aliou, Merci de nous avoir fait part de votre expérience. Les équipes de Blank sont ravies de vous mettre à disposition un compte professionnel qui vous apporte satisfaction. Je reste à votre disposition en cas de besoin. Belle journée à vous !Camille",,"Date of experience: November 20, 2023","Nov 20, 2023Invited",https://www.trustpilot.com/review/blank.app?page=3,3,17-09-2024,,,,,,,,
bank,Blank Reviews,Guy Barette,Services Parfaits.,"Date of experience: November 11, 2023","Bonjour Guy, Toutes nos équipes vous remercient de votre retour. Nous sommes ravis de pouvoir vous accompagner et de vous apporter satisfaction. Je reste à votre entière disposition en cas de besoin. À bientôt. Camille",,"Date of experience: November 11, 2023","Nov 11, 2023Invited",https://www.trustpilot.com/review/blank.app?page=3,3,17-09-2024,,,,,,,,
bank,Blank Reviews,Achour T.,Excellent service,"Date of experience: February 07, 2024","Bonjour Achour, Merci d'avoir partagé avec notre équipe votre expérience. Nous sommes ravis de vous suivre dans votre quotidien de professionnel. Je vous souhaite une agréable fin de semaine. Camille",,"Date of experience: February 07, 2024","Feb 7, 2024Invited",https://www.trustpilot.com/review/blank.app?page=3,3,17-09-2024,,,,,,,,
bank,Blank Reviews,Mohamed A.,Parfait,Parfait excellent,"Bonjour Mohamed, Merci de votre retour. Nous sommes ravis que Blank vous apporte satisfaction. Je vous souhaite une agréable journée. Camille",,"Date of experience: May 06, 2023","May 7, 2023Invited",https://www.trustpilot.com/review/blank.app?page=3,3,17-09-2024,,,,,,,,
bank,Blank Reviews,Abdoulaye B.,Impeccable,"Date of experience: September 21, 2023","Bonjour Abdoulaye, Merci de votre avis positif et de votre soutien !  Nous sommes ravis que notre offre vous convienne. Si vous avez des questions, je reste à votre disposition.  Très belle journée à vous,   Camille",,"Date of experience: September 21, 2023","Sep 21, 2023Invited",https://www.trustpilot.com/review/blank.app?page=3,3,17-09-2024,,,,,,,,
bank,propulsebyca.fr Reviews,Daniel M.,Simple et rapide,"Date of experience: July 05, 2024","Bonjour Daniel, Les équipes de Propulse By CA sont ravies d'apprendre votre satisfaction par rapport à notre service. N'hésitez pas à solliciter notre service client en cas de besoin. Bonne journée ! Lucie",,"Date of experience: July 05, 2024","Jul 5, 2024Invited",https://www.trustpilot.com/review/propulsebyca.fr?page=1,2,17-09-2024,,,,,,,,
bank,propulsebyca.fr Reviews,Pascal G.,Topp,Top pour le viremenent,"Bonjour Pascal, Merci de votre confiance et de votre commentaire. Nous sommes ravis d'apprendre votre satisfaction concernant nos différents modes de virement. Je vous souhaite une agréable journée. Lucie",,"Date of experience: July 09, 2024","Jul 9, 2024Invited",https://www.trustpilot.com/review/propulsebyca.fr?page=1,2,17-09-2024,,,,,,,,
bank,propulsebyca.fr Reviews,Wassim Y.,Change la vie,"Date of experience: July 17, 2024","Bonjour Wassim, Merci de votre retour. Nous sommes ravis de vous apporter satisfaction. N'hésitez pas à solliciter notre support client en cas de besoin. Bonne journée. Lucie",,"Date of experience: July 17, 2024","Jul 17, 2024Invited",https://www.trustpilot.com/review/propulsebyca.fr?page=1,2,17-09-2024,,,,,,,,
bank,propulsebyca.fr Reviews,Mathieu P.,Franchement super application mais…,Franchement super application mais dommage que les virements instantanée sont pas disponibles et l'envoie des factures ou devis depuis l'application.,Non spécifié,,"Date of experience: October 07, 2023","Oct 7, 2023Invited",https://www.trustpilot.com/review/propulsebyca.fr?page=1,2,17-09-2024,,,,,,,,
bank,propulsebyca.fr Reviews,Theo S.,Service client à l’écoute,Service client à l’écoute . Applications au top facile .,"Bonjour Théo, Merci de votre retour. Nous sommes ravis de vous accompagner dans votre activité et de vous apporter satisfaction. Belle semaine à vous. Lucie",,"Date of experience: January 21, 2024","Jan 21, 2024Invited",https://www.trustpilot.com/review/propulsebyca.fr?page=1,2,17-09-2024,,,,,,,,
bank,propulsebyca.fr Reviews,David J.,L’application pour iPhone est simple et efficace,"L’application pour iPhone est très claire, simple et efficace.",Non spécifié,,"Date of experience: October 06, 2023","Oct 6, 2023Invited",https://www.trustpilot.com/review/propulsebyca.fr?page=1,2,17-09-2024,,,,,,,,
bank,propulsebyca.fr Reviews,Chokri L.,Très pratique simple,Très pratique simple,"Bonjour Chokri, Merci de votre retour sur votre expérience. N'hésitez pas à contacter notre service client en cas de besoin. Bonne journée. Lucie",,"Date of experience: July 12, 2024","Jul 12, 2024Invited",https://www.trustpilot.com/review/propulsebyca.fr?page=1,2,17-09-2024,,,,,,,,
bank,propulsebyca.fr Reviews,taha a.,Efficace rapide et simple,Efficace rapide et simple,"Bonjour Taha, Les équipes de Propulse By CA sont ravies de vous accompagner dans votre activité et de vous apporter satisfaction. N'hésitez pas à nous solliciter en cas de besoin. Bonne journée à vous. Lucie",,"Date of experience: May 09, 2024","May 9, 2024Invited",https://www.trustpilot.com/review/propulsebyca.fr?page=1,2,17-09-2024,,,,,,,,
bank,propulsebyca.fr Reviews,Yves Kemkeng,Excellent App Simple à utiliser,"Date of experience: April 03, 2024","Bonjour Yves, Les équipes de Propulse By CA vous remercient du partage de votre expérience. Nous restons à votre entière disposition en cas de besoin. Belle journée. Lucie",,"Date of experience: April 03, 2024","Apr 3, 2024Invited",https://www.trustpilot.com/review/propulsebyca.fr?page=1,2,17-09-2024,,,,,,,,
bank,propulsebyca.fr Reviews,France Habitat GR,Excellent,Excellent Simple et efficace,"Bonjour Hykl, Merci de votre retour. Les équipes de Propulse By CA sont ravies de répondre à vos attentes. Je vous souhaite une agréable journée. Lucie",,"Date of experience: May 23, 2024","May 23, 2024Invited",https://www.trustpilot.com/review/propulsebyca.fr?page=1,2,17-09-2024,,,,,,,,
bank,propulsebyca.fr Reviews,youness O.,excellente application,excellente applicationcompte bancaire pro facile et utile,"Bonjour Youness, Merci de votre retour sur votre expérience avec nos services. Nous sommes ravis de vous mettre à disposition en compte professionnel qui puisse répondre à vos attentes. Je vous souhaite une belle journée. Lucie",,"Date of experience: April 08, 2024","Apr 9, 2024Invited",https://www.trustpilot.com/review/propulsebyca.fr?page=1,2,17-09-2024,,,,,,,,
bank,propulsebyca.fr Reviews,Jonathan T.,Simple et rapide,"Date of experience: May 02, 2024","Bonjour Jonathan, Les équipes de Propulse By CA vous remercient pour votre avis. Nous sommes ravis de constater votre satisfaction. Bonne semaine. Lucie",,"Date of experience: May 02, 2024","May 2, 2024Invited",https://www.trustpilot.com/review/propulsebyca.fr?page=1,2,17-09-2024,,,,,,,,
bank,propulsebyca.fr Reviews,Arnaud M.,Impeccable,Impeccable,"Bonjour Arnaud, Merci de votre retour. Nous sommes ravis de vous apporter satisfaction. Bonne journée à vous. Lucie",,"Date of experience: July 08, 2024","Jul 8, 2024Invited",https://www.trustpilot.com/review/propulsebyca.fr?page=1,2,17-09-2024,,,,,,,,
bank,propulsebyca.fr Reviews,Sami B.,Une banque et application super,"Date of experience: April 29, 2024","Bonjour Sami, Les équipes de Propulse vous remercient d'avoir partagé votre expérience. Nous sommes ravis de vous apporter satisfaction et de vous accompagner au quotidien dans votre activité. Je vous souhaite une agréable journée. Lucie",,"Date of experience: April 29, 2024","Apr 29, 2024Invited",https://www.trustpilot.com/review/propulsebyca.fr?page=1,2,17-09-2024,,,,,,,,
bank,propulsebyca.fr Reviews,Mahamadou  T.,Très simple et efficace,"Date of experience: February 15, 2024","Bonjour Mahamadou, Merci d'avoir partagé votre expérience avec les équipes de Propulse By CA. Nous sommes ravis de vous compter parmi nos adhérents et de constater votre satisfaction. Je reste à votre entière disposition en cas de besoin. À bientôt ! Lucie",,"Date of experience: February 15, 2024","Feb 15, 2024Invited",https://www.trustpilot.com/review/propulsebyca.fr?page=1,2,17-09-2024,,,,,,,,
bank,propulsebyca.fr Reviews,Ioan T.,Très bon service,"Date of experience: November 17, 2023","Bonjour Ioan, Merci de votre retour. Nous sommes ravis de pouvoir vous accompagner dans votre activité. Je vous souhaite une agréable journée. Lucie",,"Date of experience: November 17, 2023","Nov 17, 2023Invited",https://www.trustpilot.com/review/propulsebyca.fr?page=1,2,17-09-2024,,,,,,,,
bank,propulsebyca.fr Reviews,Antoine  Correa,Transaction rapide en temps,"Date of experience: January 31, 2024","Bonjour Antoine, Merci de nous avoir fait part de votre expérience. Nous sommes ravis de constater votre satisfaction. Je reste à votre entière disposition en cas de besoin. Belle semaine à vous. Lucie",,"Date of experience: January 31, 2024","Feb 2, 2024Invited",https://www.trustpilot.com/review/propulsebyca.fr?page=1,2,17-09-2024,,,,,,,,
bank,propulsebyca.fr Reviews,KARIMOT A.,Un service au top,"Date of experience: December 01, 2023","Bonjour Karimot, Toutes les équipes de Propulse vous remercient d'avoir partagé votre expérience. Je vous souhaite une belle journée. Lucie",,"Date of experience: December 01, 2023","Dec 1, 2023Invited",https://www.trustpilot.com/review/propulsebyca.fr?page=1,2,17-09-2024,,,,,,,,
bank,propulsebyca.fr Reviews,Mélissa,"Application efficace,pratique","Application efficace,pratique, simple.Parfaite","Bonjour Mélissa, Les équipes de Propulse By CA sont ravies d'apprendre votre satisfaction. N'hésitez pas à nous solliciter en cas de besoin. Belle journée à vous. Lucie",,"Date of experience: April 09, 2024","Apr 9, 2024Invited",https://www.trustpilot.com/review/propulsebyca.fr?page=1,2,17-09-2024,,,,,,,,
bank,propulsebyca.fr Reviews,Sylvie anne  A.,Bien super fonctionnel,"Date of experience: September 25, 2023",Non spécifié,,"Date of experience: September 25, 2023","Sep 25, 2023Invited",https://www.trustpilot.com/review/propulsebyca.fr?page=1,2,17-09-2024,,,,,,,,
bank,propulsebyca.fr Reviews,Samuel  D.,Genial,Application qui fonctionne a merveille,"Bonjour Samuel, Merci de votre retour. Nous sommes ravis que notre application et nos services vous apportent satisfaction. Je vous souhaite une agréable semaine. Lucie",,"Date of experience: November 21, 2023","Nov 21, 2023Invited",https://www.trustpilot.com/review/propulsebyca.fr?page=2,2,17-09-2024,,,,,,,,
bank,propulsebyca.fr Reviews,Fiona J.,Facile d’utilisation,"Facile d’utilisation, application intuitive",Non spécifié,,"Date of experience: October 26, 2023","Oct 26, 2023Invited",https://www.trustpilot.com/review/propulsebyca.fr?page=2,2,17-09-2024,,,,,,,,
bank,propulsebyca.fr Reviews,pb,Application Rapide intuitive,"Date of experience: September 27, 2023",Non spécifié,,"Date of experience: September 27, 2023","Sep 27, 2023Invited",https://www.trustpilot.com/review/propulsebyca.fr?page=2,2,17-09-2024,,,,,,,,
bank,propulsebyca.fr Reviews,Frédérik A.,Excellente application,"Date of experience: February 06, 2024","Bonjour Frédérik, L’équipe Propulse by CA  vous remercie d'avoir partagé votre avis.Nous sommes ravis de vous compter parmi nos clients et de vous apporter satisfaction dans votre quotidien d’entrepreneur.Très belle journée !Lucie",,"Date of experience: February 06, 2024","Feb 6, 2024Invited",https://www.trustpilot.com/review/propulsebyca.fr?page=2,2,17-09-2024,,,,,,,,
bank,Monabanq Reviews,LLEWELLYN SHAW ANNEMARIE,ABSOLUTELY USELESS,"If the option was available, I would give -100. I have never experienced such poor service.We opened a joint account and signed up for bancaire mobility - the bank transfers all of your direct debits and standing orders, then closes your account.Requested this in May. Completed the online signatures, gave our old bank’s RIB details etc. Nothing happened. Spoke to bank, we were asked to do it again. 8 times later - still not sorted, asked if we were transferring from a FR to FR bank (the hint was in our RIB number - yes we were).In the end we have had enough and decided to pay the higher fees with Credit Agricole in order to have a peaceful life.ABSOLUTELY USELESS!",Non spécifié,,"Date of experience: July 31, 2024","Jul 31, 2024",https://www.trustpilot.com/review/www.monabanq.com?page=1,4,17-09-2024,,,,,,,,
bank,Monabanq Reviews,Rizwan Saleem,Vari nice and amazing and butifull,"Date of experience: July 25, 2024",MERCI à vous  pour cette belle note ! A très bientôt chez Monabanq. Manon de l'équipe.,,"Date of experience: July 25, 2024","Jul 25, 2024",https://www.trustpilot.com/review/www.monabanq.com?page=1,4,17-09-2024,,,,,,,,
bank,Monabanq Reviews,ghulam abbas,Mystery's experience this job is good…,Mystery experience this job is good enough for you and your world workforce to get it in your own way to get it in your website,Merci pour ce commentaireBelle journée.Marie de l'équipe Monabanq,,"Date of experience: April 12, 2024","Apr 13, 2024",https://www.trustpilot.com/review/www.monabanq.com?page=1,4,17-09-2024,,,,,,,,
bank,Monabanq Reviews,nasromin Allah,I just open account in monabanq my…,I just open account in monabanq my friends already using it I can find my identifier number to login my app,"Thank you for your congratulations.Our teams work hard to provide an easy-to-use application.Best wishes for 2024!Dany, from Monabanq team",,"Date of experience: December 29, 2023","Dec 29, 2023",https://www.trustpilot.com/review/www.monabanq.com?page=1,4,17-09-2024,,,,,,,,
bank,Monabanq Reviews,M   CEZARY PIOTR K,Monabanque au quotidien,"Simple, interlocuteurs efficaces.L’appli mobile est très facile à utiliser.",Non spécifié,,"Date of experience: May 21, 2023","May 22, 2023Invited",https://www.trustpilot.com/review/www.monabanq.com?page=1,4,17-09-2024,,,,,,,,
bank,Monabanq Reviews,M   BOUCHAIB B,Très bon service,Très bon service,Merci pour votre retour d’expérience ! Belle journée.Dorothée de l'équipe Monabanq.,,"Date of experience: July 02, 2024","Jul 2, 2024Invited",https://www.trustpilot.com/review/www.monabanq.com?page=1,4,17-09-2024,,,,,,,,
bank,Monabanq Reviews,MME THI D,Satisfait de l application simple…,"Satisfait de l application simple efficace.suite appel téléphonique,  acceuil et service très bien",Non spécifié,,"Date of experience: June 15, 2022","Dec 14, 2022Invited",https://www.trustpilot.com/review/www.monabanq.com?page=1,4,17-09-2024,,,,,,,,
bank,Monabanq Reviews,M   SYLVAIN P,Application simple et intuitive,Excellente application simple et intuitive pour réaliser les opérations au quotidien,Non spécifié,,"Date of experience: November 03, 2022","Nov 4, 2022Invited",https://www.trustpilot.com/review/www.monabanq.com?page=1,4,17-09-2024,,,,,,,,
bank,Monabanq Reviews,M   FRANCK G,Efficace simple et rapidité,"Date of experience: July 09, 2023",Non spécifié,,"Date of experience: July 09, 2023","Jul 10, 2023Invited",https://www.trustpilot.com/review/www.monabanq.com?page=1,4,17-09-2024,,,,,,,,
bank,Monabanq Reviews,Dona Cattiaux,banq facile a utiliser,"Date of experience: August 19, 2023","Bonjour Dona, Merci pour votre retour d’expérience ! Belle journée.Dorothée de l'équipe Monabanq",,"Date of experience: August 19, 2023","Aug 29, 2023Invited",https://www.trustpilot.com/review/www.monabanq.com?page=1,4,17-09-2024,,,,,,,,
bank,Monabanq Reviews,NordVPN Customer,"Rapid, excellent delivery",So quick and effecient,Toute l’équipe vous remercie pour votre commentaire. Joffrey de l'équipe Monabanq,,"Date of experience: June 23, 2023","Jun 28, 2023Invited",https://www.trustpilot.com/review/www.monabanq.com?page=1,4,17-09-2024,,,,,,,,
bank,Monabanq Reviews,Raphael Colsenet,Online banking,Simple et efficace,Nous vous remercions pour ce retour positif Raphael.Merci de votre confiance.Marie de l'équipe Monabanq.,,"Date of experience: November 28, 2023","Nov 28, 2023Invited",https://www.trustpilot.com/review/www.monabanq.com?page=1,4,17-09-2024,,,,,,,,
bank,Monabanq Reviews,Nicolas Carlotti,I just wish I never joined that bank,"I just wish I never joined that bank, I can’t pay online or in shops I am only allowed to spend  €1000 a month, what a joke, calling them is a waste of time. good bye Monabanq.","Bonjour Monsieur Carlotti, Je constate que suite à votre échange avec le service client, les plafonds de votre carte ont été adaptés. J'espère que ceux-ci vous donne dorénavant satisfaction. Bonne journée, Joffrey de l'équipe Monabanq",,"Date of experience: May 23, 2024","May 25, 2024",https://www.trustpilot.com/review/www.monabanq.com?page=1,4,17-09-2024,,,,,,,,
bank,Monabanq Reviews,Mike  BURGAT,Complete bunch of scammers,"Complete bunch of scammers. Will find any excuse to not process your requests, wires, will ask for documents that don't even exist.Will double book negative operation to generate negative balance and then invoice fees.Total scam shop.","Bonjour Monsieur Burgat,Navrée de lire votre commentaire.La situation que vous décrivez ne correspond pas à l'expérience que nous souhaitons offrir à nos clients. Bien à vous,Dorothée de l'équipe Monabanq.",,"Date of experience: October 27, 2023","Oct 27, 2023",https://www.trustpilot.com/review/www.monabanq.com?page=1,4,17-09-2024,,,,,,,,
bank,Monabanq Reviews,MME MERIEM K,Horrible experience j ai souscris un…,Horrible experience j ai souscris un compte pour mon fils il n y a eu que des allers retours des demandes par parcimonie aucune considération du client ! Cela fait plus de 2 mois et le compte nest tjrs pas ouvert Je ne la recommande absolument pas !,Non spécifié,,"Date of experience: December 13, 2022","Dec 14, 2022Invited",https://www.trustpilot.com/review/www.monabanq.com?page=1,4,17-09-2024,,,,,,,,
bank,Monabanq Reviews,M   AMIR L,Simple et abordable,"Date of experience: June 19, 2022",Non spécifié,,"Date of experience: June 19, 2022","Jun 20, 2023Invited",https://www.trustpilot.com/review/www.monabanq.com?page=1,4,17-09-2024,,,,,,,,
bank,Monabanq Reviews,M   KAMAL D,Perfect and smooth.,"Date of experience: May 21, 2023",Non spécifié,,"Date of experience: May 21, 2023","May 22, 2023Invited",https://www.trustpilot.com/review/www.monabanq.com?page=1,4,17-09-2024,,,,,,,,
bank,Monabanq Reviews,Dubem Obigbo,Better than traditional banks,"It’s been couples of months I’m with Monabanq, so far it’s been a wonderful experience…..Hopefully their credits facility will be improved for the loyal customers.",Non spécifié,,"Date of experience: August 02, 2022","Aug 2, 2022Invited",https://www.trustpilot.com/review/www.monabanq.com?page=1,4,17-09-2024,,,,,,,,
bank,Monabanq Reviews,Mme Bello,Compte simple et efficace,"Compte simple et efficace, application et site web intuitifs",Non spécifié,,"Date of experience: November 03, 2022","Nov 4, 2022Invited",https://www.trustpilot.com/review/www.monabanq.com?page=1,4,17-09-2024,,,,,,,,
bank,Monabanq Reviews,M   VICTOR R,Good online bank that accepts almost…,Good online bank that accepts almost everybody (unlike some others that put profit above everything),Non spécifié,,"Date of experience: November 29, 2021","Nov 29, 2021Invited",https://www.trustpilot.com/review/www.monabanq.com?page=1,4,17-09-2024,,,,,,,,
bank,Monabanq Reviews,Virgil Ben Abdallah,Superbe !,Superbe !!!,Merci pour cette superbe note Virgil ! Vous êtes au centre de notre attention. Nous vous souhaitons une très belle année.Manon de l'équipe Monabanq.,,"Date of experience: December 26, 2023","Dec 26, 2023Invited",https://www.trustpilot.com/review/www.monabanq.com?page=2,4,17-09-2024,,,,,,,,
bank,Monabanq Reviews,M   MOURAD M,"Simple ,Sobre","Simple ,Sobre, dynamique,",Non spécifié,,"Date of experience: May 27, 2023","May 28, 2023Invited",https://www.trustpilot.com/review/www.monabanq.com?page=2,4,17-09-2024,,,,,,,,
bank,Monabanq Reviews,Stelios Zouboulakis,Bad experience!!!,"I wanted to open an account in this bank and I had to wait for about 2 weeks only to get a negative reply. They just informed me that the reason I couldn't open it was ""confidential"", not to mention that it was hard to reach them out.",Non spécifié,,"Date of experience: August 24, 2020","Aug 24, 2020Merged",https://www.trustpilot.com/review/www.monabanq.com?page=2,4,17-09-2024,,,,,,,,
bank,Monabanq Reviews,Mariana Melo,Almost impossible to open an account,"It was one of the most terrible experiences I had when I tried to open an account with Monabanq. I have bank accounts in different countries (Italy, Germany), and I NEVER had 1/10 of the problems I had with them. In a nutshell, it is almost impossible to open an account with them if you just moved to French (it does not matter your condition).And when you try to contact them, they don't answer you (by email), or the people on the chat always say that you need to send an email to another team (which nobody answers you) or call them (if you don't speak French, that is my case, you cannot call them because they don't have any services in English). I kind of understand that they cannot offer a call line with English speakers, but the people on the chat service should AT LEAST try to solve your problem instead of saying you to send an email.",Non spécifié,,"Date of experience: December 30, 2020","Dec 30, 2020Merged",https://www.trustpilot.com/review/www.monabanq.com?page=2,4,17-09-2024,,,,,,,,
bank,Monabanq Reviews,M   SOFIAN B,Banque impeccable,"Date of experience: November 03, 2022",Non spécifié,,"Date of experience: November 03, 2022","Nov 3, 2022Invited",https://www.trustpilot.com/review/www.monabanq.com?page=2,4,17-09-2024,,,,,,,,
bank,Monabanq Reviews,M   CHRISTOPHE V,Application mobile très simple…,"Application mobile très simple d'utilisation, clair et très pratique",Non spécifié,,"Date of experience: November 29, 2021","Nov 29, 2021Invited",https://www.trustpilot.com/review/www.monabanq.com?page=2,4,17-09-2024,,,,,,,,
bank,Monabanq Reviews,M   MS,Simple d'utilisation,Simple d'utilisation. Interlocuteurs efficaces et professionnels.,Non spécifié,,"Date of experience: May 02, 2023","May 3, 2023Invited",https://www.trustpilot.com/review/www.monabanq.com?page=2,4,17-09-2024,,,,,,,,
bank,Monabanq Reviews,Consumer,Application facile à utiliser,"Date of experience: December 13, 2022",Non spécifié,,"Date of experience: December 13, 2022","Dec 14, 2022Invited",https://www.trustpilot.com/review/www.monabanq.com?page=2,4,17-09-2024,,,,,,,,
bank,Monabanq Reviews,M   FRANCOIS V,TB bon service,"Date of experience: November 03, 2022",Non spécifié,,"Date of experience: November 03, 2022","Nov 3, 2022Invited",https://www.trustpilot.com/review/www.monabanq.com?page=2,4,17-09-2024,,,,,,,,
bank,Monabanq Reviews,Bonicel Pascale,Très bon relationnel,"Date of experience: May 02, 2024",MERCI à vous Pascale pour cette belle note !Nous vous souhaitons de longues années à nos côtés. Marie de l'équipe Monabanq.,,"Date of experience: May 02, 2024","May 9, 2024",https://www.trustpilot.com/review/www.monabanq.com?page=2,4,17-09-2024,,,,,,,,
